150,11
93,28
7,30
91,30
93,36
91,63
93,74
142,74
150,82
30,84
91,147
93,141
93,142
23,111
150,111
82,141
113,198
115,201
141,251
150,254
93,258
115,258
150,289
7,292
73,292
80,292
77,312
91,316
141,324
11,338
93,356
91,358
77,368
115,393
92,414
80,443
93,447
80,459
150,499
80,525
150,533
136,538
147,545
77,570
80,579
7,587
91,590
21,600
77,600
82,600
93,633
80,657
23,679
80,679
77,683
93,718
136,718
93,762
21,771
142,775
91,782
22,796
150,796
20,802
30,802
49,802
91,802
84,823
43,827
93,832
115,882
7,898
142,899
150,909
80,913
104,936
130,936
23,968
142,1006
125,1007
93,1026
80,1059
7,1110
73,1110
80,1110
73,1114
93,1115
21,1123
62,1141
93,1154
7,1155
91,1183
93,1213
91,1225
91,1235
93,1244
115,1244
150,1253
152,1289
115,1323
125,1323
113,1324
93,1347
73,1390
62,1432
91,1432
21,1472
93,1479
115,1490
49,1510
23,1521
93,1523
125,1524
142,1573
91,1597
142,1654
65,1655
91,1675
164,1702
93,1704
73,1732
150,1740
113,1742
93,1743
93,1750
80,1756
22,1761
93,1795
150,1798
113,1799
23,1812
73,1812
93,1865
125,1869
91,1870
125,1873
150,1874
136,1907
150,1974
141,1983
91,1989
91,1995
7,2009
80,2009
91,2009
91,2010
93,2042
22,2051
113,2074
115,2111
91,2125
115,2161
23,2173
73,2173
113,2202
150,2213
93,2238
80,2254
91,2258
91,2261
91,2283
80,2300
23,2316
91,2318
142,2343
77,2384
93,2389
84,2406
91,2407
23,2444
115,2445
93,2451
23,2507
73,2507
82,2529
150,2595
23,2596
91,2596
82,2597
80,2638
141,2654
23,2660
80,2660
21,2663
23,2663
77,2663
150,2666
93,2693
125,2699
91,2716
150,2730
142,2733
136,2756
91,2791
23,2801
113,2810
115,2810
147,2810
115,2834
12,2863
115,2987
23,2989
93,3010
80,3018
93,3046
125,3053
73,3065
23,3075
91,3090
93,3108
91,3147
93,3169
150,3171
73,3178
93,3197
150,3206
91,3211
80,3224
80,3340
91,3376
23,3394
80,3395
141,3406
93,3414
80,3429
125,3438
125,3470
80,3502
91,3511
115,3574
23,3581
48,3581
93,3620
102,3629
111,3629
125,3629
150,3633
82,3702
23,3708
40,3715
91,3715
125,3725
115,3727
141,3732
91,3734
125,3739
141,3744
115,3759
73,3770
150,3779
65,3794
150,3834
93,3865
84,3867
43,3876
80,3918
125,3922
150,3945
115,3985
82,4038
141,4053
77,4089
7,4104
73,4104
80,4104
93,4106
125,4127
91,4155
43,4179
91,4187
28,4205
91,4228
93,4230
150,4248
22,4259
150,4259
23,4260
150,4276
73,4301
141,4302
93,4307
125,4322
150,4339
93,4364
125,4428
91,4455
150,4470
23,4519
150,4544
91,4551
115,4553
93,4600
91,4610
20,4616
93,4634
104,4650
130,4650
150,4657
91,4669
115,4692
93,4705
115,4705
141,4705
115,4720
136,4720
91,4723
23,4730
73,4730
82,4749
7,4843
73,4843
80,4843
80,4844
150,4848
80,4871
60,4872
150,4872
48,4873
80,4873
93,4895
150,4920
23,4951
77,4985
80,4996
93,5025
91,5030
115,5061
80,5062
93,5090
91,5097
82,5103
21,5115
147,5115
150,5120
141,5123
91,5137
152,5190
142,5205
141,5214
150,5228
7,5249
23,5249
49,5249
62,5249
84,5249
23,5282
73,5282
125,5301
1,5320
115,5322
23,5328
150,5329
115,5336
23,5343
73,5343
23,5387
91,5413
82,5422
93,5430
150,5467
91,5484
91,5512
91,5529
91,5530
73,5565
43,5567
125,5567
28,5579
23,5582
73,5582
23,5595
91,5635
142,5666
93,5736
73,5744
91,5762
91,5799
23,5846
104,5863
125,5863
130,5863
142,5874
23,5883
48,5883
73,5883
93,5917
125,5946
150,5972
152,5972
150,6000
93,6018
141,6018
93,6093
73,6102
93,6131
91,6152
91,6157
150,6158
93,6159
141,6174
77,6206
115,6215
93,6239
115,6239
91,6255
